local_key,estado,região,uf,cod_uf,cod_municipio,município,população
SC4460LIN,Santa Catarina,Região Sul,SC,42,9854,Lindóia do Sul,4615
SC4461LON,Santa Catarina,Região Sul,SC,42,9904,Lontras,11774
SC4462LUI,Santa Catarina,Região Sul,SC,42,10001,Luiz Alves,12413
SC4463LUZ,Santa Catarina,Região Sul,SC,42,10035,Luzerna,5705
SC4464MAC,Santa Catarina,Região Sul,SC,42,10050,Macieira,1799
SC4465MAF,Santa Catarina,Região Sul,SC,42,10100,Mafra,55907
SC4466MAJ,Santa Catarina,Região Sul,SC,42,10209,Major Gercino,3429
SC4467MAJ,Santa Catarina,Região Sul,SC,42,10308,Major Vieira,8015
SC4468MAR,Santa Catarina,Região Sul,SC,42,10407,Maracajá,7139
SC4469MAR,Santa Catarina,Região Sul,SC,42,10506,Maravilha,25076
SC4470MAR,Santa Catarina,Região Sul,SC,42,10555,Marema,1906
SC4471MAS,Santa Catarina,Região Sul,SC,42,10605,Massaranduba,16455
SC4472MAT,Santa Catarina,Região Sul,SC,42,10704,Matos Costa,2614
SC4473MEL,Santa Catarina,Região Sul,SC,42,10803,Meleiro,7047
SC4474MIR,Santa Catarina,Região Sul,SC,42,10852,Mirim Doce,2374
SC4475MOD,Santa Catarina,Região Sul,SC,42,10902,Modelo,4192
SC4476MON,Santa Catarina,Região Sul,SC,42,11009,Mondaí,11496
SC4477MON,Santa Catarina,Região Sul,SC,42,11058,Monte Carlo,9785
SC4478MON,Santa Catarina,Região Sul,SC,42,11108,Monte Castelo,8471
SC4479MOR,Santa Catarina,Região Sul,SC,42,11207,Morro da Fumaça,17532
SC4480MOR,Santa Catarina,Região Sul,SC,42,11256,Morro Grande,2915
SC4481NAV,Santa Catarina,Região Sul,SC,42,11306,Navegantes,77137
SC4482NOV,Santa Catarina,Região Sul,SC,42,11405,Nova Erechim,4879
SC4483NOV,Santa Catarina,Região Sul,SC,42,11454,Nova Itaberaba,4339
SC4484NOV,Santa Catarina,Região Sul,SC,42,11504,Nova Trento,14099
SC4485NOV,Santa Catarina,Região Sul,SC,42,11603,Nova Veneza,14837
SC4486NOV,Santa Catarina,Região Sul,SC,42,11652,Novo Horizonte,2532
SC4487ORL,Santa Catarina,Região Sul,SC,42,11702,Orleans,22723
SC4488OTA,Santa Catarina,Região Sul,SC,42,11751,Otacílio Costa,18313
SC4489OUR,Santa Catarina,Região Sul,SC,42,11801,Ouro,7363
SC4490OUR,Santa Catarina,Região Sul,SC,42,11850,Ouro Verde,2245
SC4491PAI,Santa Catarina,Região Sul,SC,42,11876,Paial,1577
SC4492PAI,Santa Catarina,Região Sul,SC,42,11892,Painel,2376
SC4493PAL,Santa Catarina,Região Sul,SC,42,11900,Palhoça,164926
SC4494PAL,Santa Catarina,Região Sul,SC,42,12007,Palma Sola,7558
SC4495PAL,Santa Catarina,Região Sul,SC,42,12056,Palmeira,2586
SC4496PAL,Santa Catarina,Região Sul,SC,42,12106,Palmitos,16253
SC4497PAP,Santa Catarina,Região Sul,SC,42,12205,Papanduva,19015
SC4498PAR,Santa Catarina,Região Sul,SC,42,12239,Paraíso,3613
SC4499PAS,Santa Catarina,Região Sul,SC,42,12254,Passo de Torres,8370
SC4500PAS,Santa Catarina,Região Sul,SC,42,12270,Passos Maia,4243
SC4501PAU,Santa Catarina,Região Sul,SC,42,12304,Paulo Lopes,7360
SC4502PED,Santa Catarina,Região Sul,SC,42,12403,Pedras Grandes,4026
SC4503PEN,Santa Catarina,Região Sul,SC,42,12502,Penha,31025
SC4504PER,Santa Catarina,Região Sul,SC,42,12601,Peritiba,2855
SC4505PES,Santa Catarina,Região Sul,SC,42,12650,Pescaria Brava,9980
SC4506PET,Santa Catarina,Região Sul,SC,42,12700,Petrolândia,6021
SC4507BAL,Santa Catarina,Região Sul,SC,42,12809,Balneário Piçarras,21884
SC4508PIN,Santa Catarina,Região Sul,SC,42,12908,Pinhalzinho,19511
SC4509PIN,Santa Catarina,Região Sul,SC,42,13005,Pinheiro Preto,3480
SC4510PIR,Santa Catarina,Região Sul,SC,42,13104,Piratuba,4102
SC4511PLA,Santa Catarina,Região Sul,SC,42,13153,Planalto Alegre,2844
SC4512POM,Santa Catarina,Região Sul,SC,42,13203,Pomerode,32334
SC4513PON,Santa Catarina,Região Sul,SC,42,13302,Ponte Alta,4767
SC4514PON,Santa Catarina,Região Sul,SC,42,13351,Ponte Alta do Norte,3413
SC4515PON,Santa Catarina,Região Sul,SC,42,13401,Ponte Serrada,11545
SC4516POR,Santa Catarina,Região Sul,SC,42,13500,Porto Belo,20294
SC4517POR,Santa Catarina,Região Sul,SC,42,13609,Porto União,35207
SC4518POU,Santa Catarina,Região Sul,SC,42,13708,Pouso Redondo,16957
SC4519PRA,Santa Catarina,Região Sul,SC,42,13807,Praia Grande,7364
SC4520PRE,Santa Catarina,Região Sul,SC,42,13906,Presidente Castello Branco,1610
SC4521PRE,Santa Catarina,Região Sul,SC,42,14003,Presidente Getúlio,16996
SC4522PRE,Santa Catarina,Região Sul,SC,42,14102,Presidente Nereu,2304
SC4523PRI,Santa Catarina,Região Sul,SC,42,14151,Princesa,2906
SC4524QUI,Santa Catarina,Região Sul,SC,42,14201,Quilombo,10044
SC4525RAN,Santa Catarina,Região Sul,SC,42,14300,Rancho Queimado,2871
SC4526RIO,Santa Catarina,Região Sul,SC,42,14409,Rio das Antas,6246
SC4527RIO,Santa Catarina,Região Sul,SC,42,14508,Rio do Campo,6043
SC4528RIO,Santa Catarina,Região Sul,SC,42,14607,Rio do Oeste,7463
SC4529RIO,Santa Catarina,Região Sul,SC,42,14706,Rio dos Cedros,11431
SC4530RIO,Santa Catarina,Região Sul,SC,42,14805,Rio do Sul,69188
SC4531RIO,Santa Catarina,Região Sul,SC,42,14904,Rio Fortuna,4606
SC4532RIO,Santa Catarina,Região Sul,SC,42,15000,Rio Negrinho,42029
SC4533RIO,Santa Catarina,Região Sul,SC,42,15059,Rio Rufino,2489
SC4534RIQ,Santa Catarina,Região Sul,SC,42,15075,Riqueza,4670
SC4535ROD,Santa Catarina,Região Sul,SC,42,15109,Rodeio,11488
SC4536ROM,Santa Catarina,Região Sul,SC,42,15208,Romelândia,5022
SC4537SAL,Santa Catarina,Região Sul,SC,42,15307,Salete,7634
SC4538SAL,Santa Catarina,Região Sul,SC,42,15356,Saltinho,3847
SC4539SAL,Santa Catarina,Região Sul,SC,42,15406,Salto Veloso,4655
SC4540SAN,Santa Catarina,Região Sul,SC,42,15455,Sangão,12233
SC4541SAN,Santa Catarina,Região Sul,SC,42,15505,Santa Cecília,16701
SC4542SAN,Santa Catarina,Região Sul,SC,42,15554,Santa Helena,2266
SC4543SAN,Santa Catarina,Região Sul,SC,42,15604,Santa Rosa de Lima,2139
SC4544SAN,Santa Catarina,Região Sul,SC,42,15653,Santa Rosa do Sul,8356
SC4545SAN,Santa Catarina,Região Sul,SC,42,15679,Santa Terezinha,8846
SC4546SAN,Santa Catarina,Região Sul,SC,42,15687,Santa Terezinha do Progresso,2557
SC4547SAN,Santa Catarina,Região Sul,SC,42,15695,Santiago do Sul,1317
SC4548SAN,Santa Catarina,Região Sul,SC,42,15703,Santo Amaro da Imperatriz,22609
SC4549SÃO,Santa Catarina,Região Sul,SC,42,15752,São Bernardino,2449
SC4550SÃO,Santa Catarina,Região Sul,SC,42,15802,São Bento do Sul,82842
SC4551SÃO,Santa Catarina,Região Sul,SC,42,15901,São Bonifácio,2899
SC4552SÃO,Santa Catarina,Região Sul,SC,42,16008,São Carlos,11132
SC4553SÃO,Santa Catarina,Região Sul,SC,42,16057,São Cristovão do Sul,5464
SC4554SÃO,Santa Catarina,Região Sul,SC,42,16107,São Domingos,9502
SC4555SÃO,Santa Catarina,Região Sul,SC,42,16206,São Francisco do Sul,50701
SC4556SÃO,Santa Catarina,Região Sul,SC,42,16255,São João do Oeste,6309
SC4557SÃO,Santa Catarina,Região Sul,SC,42,16305,São João Batista,35065
SC4558SÃO,Santa Catarina,Região Sul,SC,42,16354,São João do Itaperiú,3690
SC4559SÃO,Santa Catarina,Região Sul,SC,42,16404,São João do Sul,7268
SC4560SÃO,Santa Catarina,Região Sul,SC,42,16503,São Joaquim,26646
SC4561SÃO,Santa Catarina,Região Sul,SC,42,16602,São José,239718
SC4562SÃO,Santa Catarina,Região Sul,SC,42,16701,São José do Cedro,13897
SC4563SÃO,Santa Catarina,Região Sul,SC,42,16800,São José do Cerrito,8588
SC4564SÃO,Santa Catarina,Região Sul,SC,42,16909,São Lourenço do Oeste,23698
SC4565SÃO,Santa Catarina,Região Sul,SC,42,17006,São Ludgero,12934
SC4566SÃO,Santa Catarina,Região Sul,SC,42,17105,São Martinho,3210
SC4567SÃO,Santa Catarina,Região Sul,SC,42,17154,São Miguel da Boa Vista,1848
SC4568SÃO,Santa Catarina,Região Sul,SC,42,17204,São Miguel do Oeste,39793
SC4569SÃO,Santa Catarina,Região Sul,SC,42,17253,São Pedro de Alcântara,5602
SC4570SAU,Santa Catarina,Região Sul,SC,42,17303,Saudades,9664
SC4571SCH,Santa Catarina,Região Sul,SC,42,17402,Schroeder,20095
SC4572SEA,Santa Catarina,Região Sul,SC,42,17501,Seara,17526
SC4573SER,Santa Catarina,Região Sul,SC,42,17550,Serra Alta,3301
SC4574SID,Santa Catarina,Região Sul,SC,42,17600,Siderópolis,13870
SC4575SOM,Santa Catarina,Região Sul,SC,42,17709,Sombrio,29710
SC4576SUL,Santa Catarina,Região Sul,SC,42,17758,Sul Brasil,2551
SC4577TAI,Santa Catarina,Região Sul,SC,42,17808,Taió,18261
SC4578TAN,Santa Catarina,Região Sul,SC,42,17907,Tangará,8738
SC4579TIG,Santa Catarina,Região Sul,SC,42,17956,Tigrinhos,1695
SC4580TIJ,Santa Catarina,Região Sul,SC,42,18004,Tijucas,36931
SC4581TIM,Santa Catarina,Região Sul,SC,42,18103,Timbé do Sul,5377
SC4582TIM,Santa Catarina,Região Sul,SC,42,18202,Timbó,42801
SC4583TIM,Santa Catarina,Região Sul,SC,42,18251,Timbó Grande,7767
SC4584TRÊ,Santa Catarina,Região Sul,SC,42,18301,Três Barras,19146
SC4585TRE,Santa Catarina,Região Sul,SC,42,18350,Treviso,3863
SC4586TRE,Santa Catarina,Região Sul,SC,42,18400,Treze de Maio,7098
SC4587TRE,Santa Catarina,Região Sul,SC,42,18509,Treze Tílias,7545
SC4588TRO,Santa Catarina,Região Sul,SC,42,18608,Trombudo Central,7211
SC4589TUB,Santa Catarina,Região Sul,SC,42,18707,Tubarão,104457
SC4590TUN,Santa Catarina,Região Sul,SC,42,18756,Tunápolis,4597
SC4591TUR,Santa Catarina,Região Sul,SC,42,18806,Turvo,12746
SC4592UNI,Santa Catarina,Região Sul,SC,42,18855,União do Oeste,2600
SC4593URU,Santa Catarina,Região Sul,SC,42,18905,Urubici,11191
SC4594URU,Santa Catarina,Região Sul,SC,42,18954,Urupema,2487
SC4595URU,Santa Catarina,Região Sul,SC,42,19002,Urussanga,21177
SC4596VAR,Santa Catarina,Região Sul,SC,42,19101,Vargeão,3590
SC4597VAR,Santa Catarina,Região Sul,SC,42,19150,Vargem,2543
SC4598VAR,Santa Catarina,Região Sul,SC,42,19176,Vargem Bonita,4597
SC4599VID,Santa Catarina,Região Sul,SC,42,19200,Vidal Ramos,6356
SC4600VID,Santa Catarina,Região Sul,SC,42,19309,Videira,52066
SC4601VIT,Santa Catarina,Região Sul,SC,42,19358,Vitor Meireles,5056
SC4602WIT,Santa Catarina,Região Sul,SC,42,19408,Witmarsum,3912
SC4603XAN,Santa Catarina,Região Sul,SC,42,19507,Xanxerê,49738
SC4604XAV,Santa Catarina,Região Sul,SC,42,19606,Xavantina,4012
SC4605XAX,Santa Catarina,Região Sul,SC,42,19705,Xaxim,28210
SC4606ZOR,Santa Catarina,Região Sul,SC,42,19853,Zortéa,3300
SC4607BAL,Santa Catarina,Região Sul,SC,42,20000,Balneário Rincão,12403
SE1754AMP,Sergipe,Região Nordeste,SE,28,100,Amparo de São Francisco,2390
SE1755AQU,Sergipe,Região Nordeste,SE,28,209,Aquidabã,21589
SE1756ARA,Sergipe,Região Nordeste,SE,28,308,Aracaju,650106
SE1757ARA,Sergipe,Região Nordeste,SE,28,407,Arauá,10362
SE1758ARE,Sergipe,Região Nordeste,SE,28,506,Areia Branca,18489
SE1759BAR,Sergipe,Região Nordeste,SE,28,605,Barra dos Coqueiros,29807
SE1760BOQ,Sergipe,Região Nordeste,SE,28,670,Boquim,26961
SE1761BRE,Sergipe,Região Nordeste,SE,28,704,Brejo Grande,8322
SE1762CAM,Sergipe,Região Nordeste,SE,28,1009,Campo do Brito,18111
SE1763CAN,Sergipe,Região Nordeste,SE,28,1108,Canhoba,4058
SE1764CAN,Sergipe,Região Nordeste,SE,28,1207,Canindé de São Francisco,29372
SE1765CAP,Sergipe,Região Nordeste,SE,28,1306,Capela,34050
SE1766CAR,Sergipe,Região Nordeste,SE,28,1405,Carira,21842
SE1767CAR,Sergipe,Região Nordeste,SE,28,1504,Carmópolis,16275
SE1768CED,Sergipe,Região Nordeste,SE,28,1603,Cedro de São João,5933
SE1769CRI,Sergipe,Região Nordeste,SE,28,1702,Cristinápolis,18270
SE1770CUM,Sergipe,Região Nordeste,SE,28,1900,Cumbe,4012
SE1771DIV,Sergipe,Região Nordeste,SE,28,2007,Divina Pastora,5058
SE1772EST,Sergipe,Região Nordeste,SE,28,2106,Estância,69278
SE1773FEI,Sergipe,Região Nordeste,SE,28,2205,Feira Nova,5616
SE1774FRE,Sergipe,Região Nordeste,SE,28,2304,Frei Paulo,15349
SE1775GAR,Sergipe,Região Nordeste,SE,28,2403,Gararu,11736
SE1776GEN,Sergipe,Região Nordeste,SE,28,2502,General Maynard,3315
SE1777GRA,Sergipe,Região Nordeste,SE,28,2601,Graccho Cardoso,5870
SE1778ILH,Sergipe,Região Nordeste,SE,28,2700,Ilha das Flores,8611
SE1779IND,Sergipe,Região Nordeste,SE,28,2809,Indiaroba,17810
SE1780ITA,Sergipe,Região Nordeste,SE,28,2908,Itabaiana,95196
SE1781ITA,Sergipe,Região Nordeste,SE,28,3005,Itabaianinha,41961
SE1782ITA,Sergipe,Região Nordeste,SE,28,3104,Itabi,4988
SE1783ITA,Sergipe,Região Nordeste,SE,28,3203,Itaporanga d'Ajuda,34101
SE1784JAP,Sergipe,Região Nordeste,SE,28,3302,Japaratuba,18656
SE1785JAP,Sergipe,Região Nordeste,SE,28,3401,Japoatã,13238
SE1786LAG,Sergipe,Região Nordeste,SE,28,3500,Lagarto,104099
SE1787LAR,Sergipe,Região Nordeste,SE,28,3609,Laranjeiras,29700
SE1788MAC,Sergipe,Região Nordeste,SE,28,3708,Macambira,6920
SE1789MAL,Sergipe,Região Nordeste,SE,28,3807,Malhada dos Bois,3693
SE1790MAL,Sergipe,Região Nordeste,SE,28,3906,Malhador,12691
SE1791MAR,Sergipe,Região Nordeste,SE,28,4003,Maruim,17297
SE1792MOI,Sergipe,Região Nordeste,SE,28,4102,Moita Bonita,11438
SE1793MON,Sergipe,Região Nordeste,SE,28,4201,Monte Alegre de Sergipe,15177
SE1794MUR,Sergipe,Região Nordeste,SE,28,4300,Muribeca,7683
SE1795NEÓ,Sergipe,Região Nordeste,SE,28,4409,Neópolis,18953
SE1796NOS,Sergipe,Região Nordeste,SE,28,4458,Nossa Senhora Aparecida,8869
SE1797NOS,Sergipe,Região Nordeste,SE,28,4508,Nossa Senhora da Glória,36613
SE1798NOS,Sergipe,Região Nordeste,SE,28,4607,Nossa Senhora das Dores,26624
SE1799NOS,Sergipe,Região Nordeste,SE,28,4706,Nossa Senhora de Lourdes,6530
SE1800NOS,Sergipe,Região Nordeste,SE,28,4805,Nossa Senhora do Socorro,181928
SE1801PAC,Sergipe,Região Nordeste,SE,28,4904,Pacatuba,14420
SE1802PED,Sergipe,Região Nordeste,SE,28,5000,Pedra Mole,3254
SE1803PED,Sergipe,Região Nordeste,SE,28,5109,Pedrinhas,9594
SE1804PIN,Sergipe,Região Nordeste,SE,28,5208,Pinhão,6556
SE1805PIR,Sergipe,Região Nordeste,SE,28,5307,Pirambu,9241
SE1806POÇ,Sergipe,Região Nordeste,SE,28,5406,Poço Redondo,34529
SE1807POÇ,Sergipe,Região Nordeste,SE,28,5505,Poço Verde,23740
SE1808POR,Sergipe,Região Nordeste,SE,28,5604,Porto da Folha,28735
SE1809PRO,Sergipe,Região Nordeste,SE,28,5703,Propriá,29834
SE1810RIA,Sergipe,Região Nordeste,SE,28,5802,Riachão do Dantas,20014
SE1811RIA,Sergipe,Região Nordeste,SE,28,5901,Riachuelo,10196
SE1812RIB,Sergipe,Região Nordeste,SE,28,6008,Ribeirópolis,18641
SE1813ROS,Sergipe,Região Nordeste,SE,28,6107,Rosário do Catete,10699
SE1814SAL,Sergipe,Região Nordeste,SE,28,6206,Salgado,20168
SE1815SAN,Sergipe,Região Nordeste,SE,28,6305,Santa Luzia do Itanhy,14034
SE1816SAN,Sergipe,Região Nordeste,SE,28,6404,Santana do São Francisco,7751
SE1817SAN,Sergipe,Região Nordeste,SE,28,6503,Santa Rosa de Lima,3938
SE1818SAN,Sergipe,Região Nordeste,SE,28,6602,Santo Amaro das Brotas,12146
SE1819SÃO,Sergipe,Região Nordeste,SE,28,6701,São Cristóvão,89232
SE1820SÃO,Sergipe,Região Nordeste,SE,28,6800,São Domingos,11133
SE1821SÃO,Sergipe,Região Nordeste,SE,28,6909,São Francisco,3983
SE1822SÃO,Sergipe,Região Nordeste,SE,28,7006,São Miguel do Aleixo,3943
SE1823SIM,Sergipe,Região Nordeste,SE,28,7105,Simão Dias,40838
SE1824SIR,Sergipe,Região Nordeste,SE,28,7204,Siriri,8851
SE1825TEL,Sergipe,Região Nordeste,SE,28,7303,Telha,3221
SE1826TOB,Sergipe,Região Nordeste,SE,28,7402,Tobias Barreto,52156
SE1827TOM,Sergipe,Região Nordeste,SE,28,7501,Tomar do Geru,13208
SE1828UMB,Sergipe,Região Nordeste,SE,28,7600,Umbaúba,25114
SP3269ADA,São Paulo,Região Sudeste,SP,35,105,Adamantina,35139
SP3270ADO,São Paulo,Região Sudeste,SP,35,204,Adolfo,3609
SP3271AGU,São Paulo,Região Sudeste,SP,35,303,Aguaí,35508
SP3272ÁGU,São Paulo,Região Sudeste,SP,35,402,Águas da Prata,8104
SP3273ÁGU,São Paulo,Região Sudeste,SP,35,501,Águas de Lindóia,18509
SP3274ÁGU,São Paulo,Região Sudeste,SP,35,550,Águas de Santa Bárbara,6009
SP3275ÁGU,São Paulo,Região Sudeste,SP,35,600,Águas de São Pedro,3268
SP3276AGU,São Paulo,Região Sudeste,SP,35,709,Agudos,36880
SP3277ALA,São Paulo,Região Sudeste,SP,35,758,Alambari,5754
SP3278ALF,São Paulo,Região Sudeste,SP,35,808,Alfredo Marcondes,4135
SP3279ALT,São Paulo,Região Sudeste,SP,35,907,Altair,4109
SP3280ALT,São Paulo,Região Sudeste,SP,35,1004,Altinópolis,16219
SP3281ALT,São Paulo,Região Sudeste,SP,35,1103,Alto Alegre,4154
SP3282ALU,São Paulo,Região Sudeste,SP,35,1152,Alumínio,18324
SP3283ÁLV,São Paulo,Região Sudeste,SP,35,1202,Álvares Florence,3795
SP3284ÁLV,São Paulo,Região Sudeste,SP,35,1301,Álvares Machado,24813
SP3285ÁLV,São Paulo,Região Sudeste,SP,35,1400,Álvaro de Carvalho,5119
SP3286ALV,São Paulo,Região Sudeste,SP,35,1509,Alvinlândia,3196
SP3287AME,São Paulo,Região Sudeste,SP,35,1608,Americana,233868
SP3288AMÉ,São Paulo,Região Sudeste,SP,35,1707,Américo Brasiliense,39189
SP3289AMÉ,São Paulo,Região Sudeste,SP,35,1806,Américo de Campos,5967
SP3290AMP,São Paulo,Região Sudeste,SP,35,1905,Amparo,71193
SP3291ANA,São Paulo,Região Sudeste,SP,35,2002,Analândia,4845
SP3292AND,São Paulo,Região Sudeste,SP,35,2101,Andradina,57350
SP3293ANG,São Paulo,Região Sudeste,SP,35,2200,Angatuba,24634
SP3294ANH,São Paulo,Região Sudeste,SP,35,2309,Anhembi,6484
SP3295ANH,São Paulo,Região Sudeste,SP,35,2408,Anhumas,4053
SP3296APA,São Paulo,Região Sudeste,SP,35,2507,Aparecida,36279
SP3297APA,São Paulo,Região Sudeste,SP,35,2606,Aparecida d'Oeste,4329
SP3298API,São Paulo,Região Sudeste,SP,35,2705,Apiaí,24945
SP3299ARA,São Paulo,Região Sudeste,SP,35,2754,Araçariguama,21038
SP3300ARA,São Paulo,Região Sudeste,SP,35,2804,Araçatuba,194874
SP3301ARA,São Paulo,Região Sudeste,SP,35,2903,Araçoiaba da Serra,32495
SP3302ARA,São Paulo,Região Sudeste,SP,35,3000,Aramina,5552
SP3303ARA,São Paulo,Região Sudeste,SP,35,3109,Arandu,6368
SP3304ARA,São Paulo,Região Sudeste,SP,35,3158,Arapeí,2509
SP3305ARA,São Paulo,Região Sudeste,SP,35,3208,Araraquara,230770
SP3306ARA,São Paulo,Região Sudeste,SP,35,3307,Araras,131282
SP3307ARC,São Paulo,Região Sudeste,SP,35,3356,Arco-Íris,1856
SP3308ARE,São Paulo,Região Sudeste,SP,35,3406,Arealva,8452
SP3309ARE,São Paulo,Região Sudeste,SP,35,3505,Areias,3879
SP3310ARE,São Paulo,Região Sudeste,SP,35,3604,Areiópolis,11107
SP3311ARI,São Paulo,Região Sudeste,SP,35,3703,Ariranha,9451
SP3312ART,São Paulo,Região Sudeste,SP,35,3802,Artur Nogueira,51986
SP3313ARU,São Paulo,Região Sudeste,SP,35,3901,Arujá,86430
SP3314ASP,São Paulo,Região Sudeste,SP,35,3950,Aspásia,1842
SP3315ASS,São Paulo,Região Sudeste,SP,35,4008,Assis,102924
SP3316ATI,São Paulo,Região Sudeste,SP,35,4107,Atibaia,139683
SP3317AUR,São Paulo,Região Sudeste,SP,35,4206,Auriflama,15085
SP3318AVA,São Paulo,Região Sudeste,SP,35,4305,Avaí,5337
SP3319AVA,São Paulo,Região Sudeste,SP,35,4404,Avanhandava,13112
SP3320AVA,São Paulo,Região Sudeste,SP,35,4503,Avaré,89479
SP3321BAD,São Paulo,Região Sudeste,SP,35,4602,Bady Bassitt,16843
SP3322BAL,São Paulo,Região Sudeste,SP,35,4701,Balbinos,5188
SP3323BÁL,São Paulo,Região Sudeste,SP,35,4800,Bálsamo,8908
SP3324BAN,São Paulo,Região Sudeste,SP,35,4909,Bananal,10867
SP3325BAR,São Paulo,Região Sudeste,SP,35,5005,Barão de Antonina,3406
SP3326BAR,São Paulo,Região Sudeste,SP,35,5104,Barbosa,7251
SP3327BAR,São Paulo,Região Sudeste,SP,35,5203,Bariri,34602
SP3328BAR,São Paulo,Região Sudeste,SP,35,5302,Barra Bonita,36331
SP3329BAR,São Paulo,Região Sudeste,SP,35,5351,Barra do Chapéu,5653
SP3330BAR,São Paulo,Região Sudeste,SP,35,5401,Barra do Turvo,7781
SP3331BAR,São Paulo,Região Sudeste,SP,35,5500,Barretos,120638
SP3332BAR,São Paulo,Região Sudeste,SP,35,5609,Barrinha,31921
SP3333BAR,São Paulo,Região Sudeste,SP,35,5708,Barueri,267534
SP3334BAS,São Paulo,Região Sudeste,SP,35,5807,Bastos,21073
SP3335BAT,São Paulo,Região Sudeste,SP,35,5906,Batatais,61480
SP3336BAU,São Paulo,Região Sudeste,SP,35,6003,Bauru,371690
SP3337BEB,São Paulo,Região Sudeste,SP,35,6102,Bebedouro,77761
SP3338BEN,São Paulo,Região Sudeste,SP,35,6201,Bento de Abreu,2925
SP3339BER,São Paulo,Região Sudeste,SP,35,6300,Bernardino de Campos,11180
SP3340BER,São Paulo,Região Sudeste,SP,35,6359,Bertioga,59297
SP3341BIL,São Paulo,Região Sudeste,SP,35,6409,Bilac,7837
SP3342BIR,São Paulo,Região Sudeste,SP,35,6508,Birigui,120692
SP3343BIR,São Paulo,Região Sudeste,SP,35,6607,Biritiba-Mirim,31793
SP3344BOA,São Paulo,Região Sudeste,SP,35,6706,Boa Esperança do Sul,14727
SP3345BOC,São Paulo,Região Sudeste,SP,35,6805,Bocaina,12040
SP3346BOF,São Paulo,Região Sudeste,SP,35,6904,Bofete,11236
SP3347BOI,São Paulo,Região Sudeste,SP,35,7001,Boituva,57910
SP3348BOM,São Paulo,Região Sudeste,SP,35,7100,Bom Jesus dos Perdões,24023
SP3349BOM,São Paulo,Região Sudeste,SP,35,7159,Bom Sucesso de Itararé,3888
SP3350BOR,São Paulo,Região Sudeste,SP,35,7209,Borá,839
SP3351BOR,São Paulo,Região Sudeste,SP,35,7308,Boracéia,4717
SP3352BOR,São Paulo,Região Sudeste,SP,35,7407,Borborema,15791
SP3353BOR,São Paulo,Região Sudeste,SP,35,7456,Borebi,2577
SP3354BOT,São Paulo,Região Sudeste,SP,35,7506,Botucatu,142546
SP3355BRA,São Paulo,Região Sudeste,SP,35,7605,Bragança Paulista,164163
SP3356BRA,São Paulo,Região Sudeste,SP,35,7704,Braúna,5557
SP3357BRE,São Paulo,Região Sudeste,SP,35,7753,Brejo Alegre,2812
SP3358BRO,São Paulo,Região Sudeste,SP,35,7803,Brodowski,24092
SP3359BRO,São Paulo,Região Sudeste,SP,35,7902,Brotas,23858
SP3360BUR,São Paulo,Região Sudeste,SP,35,8009,Buri,19737
SP3361BUR,São Paulo,Região Sudeste,SP,35,8108,Buritama,16841
SP3362BUR,São Paulo,Região Sudeste,SP,35,8207,Buritizal,4408
SP3363CAB,São Paulo,Região Sudeste,SP,35,8306,Cabrália Paulista,4352
SP3364CAB,São Paulo,Região Sudeste,SP,35,8405,Cabreúva,47877
SP3365CAÇ,São Paulo,Região Sudeste,SP,35,8504,Caçapava,92587
SP3366CAC,São Paulo,Região Sudeste,SP,35,8603,Cachoeira Paulista,32773
SP3367CAC,São Paulo,Região Sudeste,SP,35,8702,Caconde,19025
SP3368CAF,São Paulo,Região Sudeste,SP,35,8801,Cafelândia,17645
SP3369CAI,São Paulo,Região Sudeste,SP,35,8900,Caiabu,4211
SP3370CAI,São Paulo,Região Sudeste,SP,35,9007,Caieiras,98223
SP3371CAI,São Paulo,Região Sudeste,SP,35,9106,Caiuá,5695
SP3372CAJ,São Paulo,Região Sudeste,SP,35,9205,Cajamar,73921
SP3373CAJ,São Paulo,Região Sudeste,SP,35,9254,Cajati,28870
SP3374CAJ,São Paulo,Região Sudeste,SP,35,9304,Cajobi,10444
SP3375CAJ,São Paulo,Região Sudeste,SP,35,9403,Cajuru,25655
SP3376CAM,São Paulo,Região Sudeste,SP,35,9452,Campina do Monte Alegre,5963
SP3377CAM,São Paulo,Região Sudeste,SP,35,9502,Campinas,1182429
SP3378CAM,São Paulo,Região Sudeste,SP,35,9601,Campo Limpo Paulista,82520
SP3379CAM,São Paulo,Região Sudeste,SP,35,9700,Campos do Jordão,51454
SP3380CAM,São Paulo,Região Sudeste,SP,35,9809,Campos Novos Paulista,4900
SP3381CAN,São Paulo,Região Sudeste,SP,35,9908,Cananéia,12609
SP3382CAN,São Paulo,Região Sudeste,SP,35,9957,Canas,4975
SP3383CÂN,São Paulo,Região Sudeste,SP,35,10005,Cândido Mota,31263
SP3384CÂN,São Paulo,Região Sudeste,SP,35,10104,Cândido Rodrigues,2792
SP3385CAN,São Paulo,Região Sudeste,SP,35,10153,Canitar,5025
SP3386CAP,São Paulo,Região Sudeste,SP,35,10203,Capão Bonito,47463
SP3387CAP,São Paulo,Região Sudeste,SP,35,10302,Capela do Alto,20005
SP3388CAP,São Paulo,Região Sudeste,SP,35,10401,Capivari,54298
SP3389CAR,São Paulo,Região Sudeste,SP,35,10500,Caraguatatuba,116786
SP3390CAR,São Paulo,Região Sudeste,SP,35,10609,Carapicuíba,396587
